Year,Serie,RefArea,Value
,,"ES13	-3,36	_L_ES_080502_9D	2015	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-3,87	_L_ES_080502_9D	2016	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-3,95	_L_ES_080502_9D	2022	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-4,05	_L_ES_080502_9D	2021	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-4,32	_L_ES_080502_9C	2011	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-4,42	_L_ES_080502_9C	2017	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-4,44	_L_ES_080502_9D	2023	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-4,85	_L_ES_171301_20	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Operaciones no financieras del sector administraciones públicas y sus subsectores, Ministerio de Hacienda y Función Pública				27/01/2025",
,,"ES13	-4,99	_L_ES_080502_9C	2012	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,03	_L_ES_080502_9C	2018	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,03	_L_ES_080502_9C	2021	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,31	_L_ES_080502_9C	2013	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,31	_L_ES_130202_04	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Inventario nacional de gases de efecto invernadero (GEI), Ministerio para la Transición Ecológica y el Reto Demográfico				27/01/2025",
,,"ES13	-5,32	_L_ES_080502_9D	2018	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,37	_L_ES_080502_9D	2013	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,44	_L_ES_080502_9D	2011	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,51	_L_ES_080502_9D	2019	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,75	_L_ES_080502_9C	2022	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,76	_L_ES_080502_9D	2017	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-5,84	SL_EMP_PCAP	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad regional de España, INE	Contabilidad regional de España, INE			27/01/2025",
,,"ES13	-5,95	_L_ES_080502_9D	2012	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-6,04	_L_ES_080502_9D	2014	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-6,59	_L_ES_171301_20	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Operaciones no financieras del sector administraciones públicas y sus subsectores, Ministerio de Hacienda y Función Pública				27/01/2025",
,,"ES13	-7,18	_L_ES_080502_9C	2019	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-70,07	_L_ES_170301_1A	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	EUR_1000000	A	_L_NUTS2	0	0	0	0	0	0	0	Registro de inversiones exteriores, Ministerio de Industria, Comercio y Turismo				27/01/2025",
,,"ES13	-8,60	_L_ES_080502_9C	2023	Y20T64	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de población activa, INE				27/01/2025",
,,"ES13	-8,70	_L_ES_170301_1A	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	EUR_1000000	A	_L_NUTS2	0	0	0	0	0	0	0	Registro de inversiones exteriores, Ministerio de Industria, Comercio y Turismo				27/01/2025",
,,"ES13	-9,93	_L_ES_171301_02	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,00	_L_ES_030301_03	2020	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2010	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2011	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2012	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2013	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2014	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2015	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2016	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2017	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2018	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2019	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2020	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2021	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2022	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_02	2023	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2010	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2011	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2012	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2013	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2014	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2015	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2016	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2017	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2018	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2019	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2020	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2021	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030303_03	2023	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_01	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_01	2019	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_02	2014	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_02	2019	_T	M	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_03	2014	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_03	2016	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_03	2019	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030304_03	2022	_T	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de enfermedades de declaración obligatoria, Ministerio de Ciencia e Innovación				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2010	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2012	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2013	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2017	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2018	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2019	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2021	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030702_01	2022	Y10T14	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_1000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de nacimientos, INE				27/01/2025",
,,"ES13	0,00	_L_ES_030801_01	2017	Y_GE16	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Encuesta de condiciones de vida, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2010	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2012	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2013	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2015	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2017	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2019	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2020	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2021	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2022	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2022	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_050301_01	2023	Y16T17	F	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadísticas de Matrimonios, INE				27/01/2025",
,,"ES13	0,00	_L_ES_170301_2B	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,00	_L_ES_170301_2B	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,00	_L_ES_170301_2B	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,00	_L_ES_170301_2B	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PT	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de Ayuda Oficial al Desarrolllo de España, Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.Contabilidad regional de España, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,00	_L_ES_170601_04	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_L_ACCESS_TECH_FTTH	_T	0	PER_100_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Telecomunicaciones y sector audiovisual, Comisión Nacional de los Mercados y la Competencia (CNMC). Cifras de población, Instituto Nacional de Estadística (INE)				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2010	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2011	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2012	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2013	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2014	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2015	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2017	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2018	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2020	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
,,"ES13	0,00	_L_ES_200303_01	2021	_T	_T	A	_L	REGIONS	_T	_T	_T	_T	_T	_T	_T	_T	_T	0	PER_100000_POP	A	_L_NUTS2	0	0	0	0	0	0	0	Estadística de defunciones según la causa de muerte, INE				27/01/2025",
